,COD,Chlorophyll,Cl-,Conductivity,DO,Elevation,NH4+-N,NO3--N,Temperature,Turbidity,pH,velocity,ID,mutated,SSE,threshold,AUC,K,N,TSS,Sp,BIC,AIC,Kappa,CCI,Sn,rank
10,0,0,0,0,0,29.977 83.756 437.119 750.251,0,0.231 0.242 0.261 1.579,0,4.718 4.757 40.897 63.452,7.349 7.759 8.273 8.682,0,26,False,64.57438691591072,0.9,0.49107142857142855,16.0,120.0,0.0,1.0,76.59986788451273,28.945917708464545,0.0,0.4666666666666667,0.0,
11,0,0,0,43.153 45.895 132.097 466.414,0,52.128 127.199 855.922 1007.395,0.049 0.076 0.296 0.575,0,25.626 26.707 29.100 31.750,0,0,0,92,True,64.37649441101813,0.775,0.4464285714285714,16.0,120.0,0.0,1.0,76.59986788451273,28.952056252325864,0.0,0.4666666666666667,0.0,
12,0,2.036 2.550 4.770 20.567,0,0,0,0,0.029 0.419 0.612 1.900,0,23.831 26.019 28.555 31.719,0,6.890 7.632 7.867 8.010,0,86,True,62.30601968359025,0.0,0.49009486607142855,16.0,120.0,0.024553571428571397,0.6964285714285714,76.59986788451273,29.01743730753771,0.023861171366594405,0.5,0.328125,
13,0,3.764 4.498 18.520 18.524,0,0,2.825 5.748 9.334 10.099,0,0.052 0.079 0.713 1.051,0.263 0.272 0.528 0.756,0,2.677 4.410 62.879 80.514,0,0,95,True,67.17638544628707,0.9,0.4603794642857143,20.0,120.0,-0.0535714285714286,0.9464285714285714,95.74983485564091,40.07020492740473,-0.05015673981191223,0.44166666666666665,0.0,
14,0,3.764 4.498 18.520 18.524,0,0,2.825 5.748 9.334 10.099,0,0.052 0.079 0.713 1.051,0,0,2.677 4.410 62.879 80.514,7.195 7.430 7.868 8.358,0,35,False,67.08063812998901,0.725,0.44252232142857145,20.0,120.0,-0.0535714285714286,0.9464285714285714,95.74983485564091,40.07305758509011,-0.05015673981191223,0.44166666666666665,0.0,
15,0,0,0,43.153 45.895 132.097 466.414,0,52.128 127.199 855.922 1007.395,0.049 0.076 0.296 0.575,0,25.626 26.707 29.100 31.750,2.364 4.549 10.967 85.236,0,0,21,False,64.31466281708761,0.8250000000000001,0.44601004464285715,20.0,120.0,0.0,1.0,95.74983485564091,40.157273199173005,0.0,0.4666666666666667,0.0,
16,0,0,0,65.485 188.985 382.552 672.769,0,0,0.054 0.073 0.150 0.835,0.235 0.237 0.602 1.534,0,2.364 4.549 10.967 85.236,7.287 7.717 8.018 8.201,0,97,True,64.12112965017968,0.8,0.431640625,20.0,120.0,0.0,1.0,95.74983485564091,40.163300594174615,0.0,0.4666666666666667,0.0,
17,0,0,0,72.439 187.064 224.639 309.470,0,0,0,0.252 0.268 0.277 0.577,0,0.117 1.850 14.460 78.512,7.652 7.670 7.686 7.806,0.006 0.024 0.177 0.873,84,True,64.0,0.5,0.5,20.0,120.0,0.0,1.0,95.74983485564091,40.16708231812914,0.0,0.4666666666666667,0.0,
18,6.187 7.800 42.999 53.014,0,0,0,4.214 7.060 7.300 8.269,0,0,0,19.581 20.488 25.430 26.668,1.466 3.658 9.694 39.812,7.721 7.842 8.175 8.317,0,78,True,63.81224633707755,0.6000000000000001,0.46484375,20.0,120.0,0.0,1.0,95.74983485564091,40.17295824327262,0.0,0.4666666666666667,0.0,
19,0,0,0,65.485 188.985 382.552 672.769,0,0,0.054 0.073 0.150 0.835,0.235 0.237 0.602 1.534,22.667 25.721 25.769 27.765,0,0,0.104 0.354 0.623 0.633,9,False,63.40695158873682,0.65,0.48660714285714285,20.0,120.0,0.0,1.0,95.74983485564091,40.185701480963516,0.0,0.4666666666666667,0.0,
20,15.281 16.836 35.737 57.817,0,1.691 3.424 6.925 37.030,0,5.710 6.818 8.766 10.222,45.648 108.955 277.700 903.433,0,0,0,0,7.451 7.703 7.719 7.800,0,76,True,63.12976934213897,0.025,0.5226004464285714,20.0,120.0,0.044642857142857206,0.9821428571428571,95.74983485564091,40.1944636074958,0.041884816753926656,0.49166666666666664,0.0625,
21,7.375 17.430 38.873 40.338,0,1.199 2.636 42.326 51.321,0,0,0,0.036 1.141 1.203 1.215,0,0,0,7.214 7.678 7.953 8.633,0.003 0.004 0.133 0.876,33,False,62.89149090195629,0.32500000000000007,0.43777901785714285,20.0,120.0,0.008928571428571397,0.9464285714285714,95.74983485564091,40.202026735294204,0.008394543546694598,0.475,0.0625,
22,7.375 17.430 38.873 40.338,0,1.199 2.636 42.326 51.321,0,0,0,0.036 1.141 1.203 1.215,0,0,0,7.214 7.678 7.953 8.633,0.003 0.004 0.133 0.876,33,False,62.89149090195629,0.32500000000000007,0.43777901785714285,20.0,120.0,0.008928571428571397,0.9464285714285714,95.74983485564091,40.202026735294204,0.008394543546694598,0.475,0.0625,
23,0,2.036 2.550 4.770 20.567,0,0,0,0,0.029 0.419 0.612 1.900,0,23.831 26.019 28.555 31.719,0,6.890 7.632 7.867 8.010,0.039 0.104 0.134 0.201,40,False,62.452556705139735,0.025,0.5178571428571429,20.0,120.0,0.0379464285714286,0.9285714285714286,95.74983485564091,40.216034133312824,0.03582718651211804,0.49166666666666664,0.109375,
24,0,0,0,72.439 187.064 224.639 309.470,0,0,0.041 0.073 0.150 0.835,0.235 0.237 0.602 0.915,22.667 25.721 25.769 27.765,0,0,0.104 0.354 0.623 0.633,90,True,62.07846912637453,0.025,0.5079520089285714,20.0,120.0,0.020089285714285587,0.9107142857142857,95.74983485564091,40.228050053088936,0.018987341772151813,0.48333333333333334,0.109375,
25,0,0,0.885 1.683 17.912 22.783,0,0,29.977 83.756 437.119 750.251,0,0.231 0.242 0.261 1.579,19.370 19.772 30.357 31.979,0,7.349 7.759 8.273 8.682,0,100,True,61.13667376880137,0.9500000000000001,0.4655412946428571,20.0,120.0,0.0,1.0,95.74983485564091,40.2586246619225,0.0,0.4666666666666667,0.0,
26,11.020 16.428 33.920 58.861,0,0,0,0,0,0.045 0.074 0.495 1.052,0.235 0.264 0.571 0.822,22.972 25.744 25.910 27.822,2.409 2.460 2.737 67.220,0,0,18,False,60.85332718511742,0.475,0.5027901785714286,20.0,120.0,0.04241071428571441,0.9642857142857143,95.74983485564091,40.267915492023874,0.039874081846799525,0.49166666666666664,0.078125,
27,0,3.464 5.420 13.766 15.737,1.013 2.686 16.714 39.261,51.617 163.337 271.681 436.609,5.600 6.571 7.097 10.454,33.879 58.472 349.851 854.184,0,0,0,0,0,0,85,True,60.718291360861905,0.30000000000000004,0.44782366071428564,20.0,120.0,0.029017857142857206,0.9821428571428571,95.74983485564091,40.27235849875209,0.02719665271966524,0.48333333333333334,0.046875,
28,6.187 7.800 42.999 53.014,0,0,0,4.214 7.060 7.300 8.269,31.298 101.768 145.329 764.525,0,0,19.581 20.488 25.430 26.668,1.466 3.658 9.694 39.812,0,0,44,False,57.11476760344809,0.275,0.5133928571428571,20.0,120.0,0.125,1.0,95.74983485564091,40.394723064339736,0.11764705882352934,0.5333333333333333,0.125,
29,0,0,0.806 3.459 38.392 143.097,152.871 171.806 483.356 584.956,5.349 5.706 8.290 9.137,0,0,0.243 0.254 0.294 0.523,0,3.012 3.189 4.539 67.199,6.827 8.022 8.338 8.760,0,12,False,65.29799553185538,0.9,0.4642857142857143,24.0,120.0,0.0,1.0,114.8998018267691,52.273656268338414,0.0,0.4666666666666667,0.0,
30,0,0,2.325 2.573 26.574 51.816,43.153 45.895 132.097 466.414,0,52.128 127.199 855.922 1007.395,0,0.235 0.260 0.561 0.592,24.877 26.522 26.530 27.305,0,0,0.104 0.463 0.632 0.633,96,True,64.16778255774202,0.7,0.4732142857142857,24.0,120.0,0.0,1.0,114.8998018267691,52.308576436530856,0.0,0.4666666666666667,0.0,
31,0,3.464 5.420 13.766 15.737,0,51.617 163.337 271.681 436.609,5.600 6.571 7.097 10.454,33.879 58.472 349.851 854.184,0,0,0,0,7.652 7.670 7.686 7.806,0.006 0.024 0.177 0.873,16,False,64.00919697172048,0.5499999999999999,0.48214285714285715,24.0,120.0,0.0,1.0,114.8998018267691,52.31352539593129,0.0,0.4666666666666667,0.0,
32,0,3.464 5.420 13.766 15.737,0,51.617 163.337 271.681 436.609,5.600 6.571 7.097 10.454,33.879 58.472 349.851 854.184,0,0,0,0,7.652 7.670 7.686 7.806,0.006 0.024 0.177 0.873,16,False,64.00919697172048,0.5499999999999999,0.48214285714285715,24.0,120.0,0.0,1.0,114.8998018267691,52.31352539593129,0.0,0.4666666666666667,0.0,
33,0,3.464 5.420 13.766 15.737,0,51.617 163.337 271.681 436.609,5.600 6.571 7.097 10.454,33.879 58.472 349.851 854.184,0,0,0,0,7.652 7.670 7.686 7.806,0.001 0.023 0.121 0.876,83,True,64.00810437538846,0.5499999999999999,0.48214285714285715,24.0,120.0,0.0,1.0,114.8998018267691,52.313559534952205,0.0,0.4666666666666667,0.0,
34,20.409 20.473 33.830 38.899,1.728 5.349 5.905 7.086,1.344 3.124 3.652 47.951,0,6.195 7.151 8.529 9.659,58.753 162.695 434.040 969.957,0,0,0,0,0,0.105 0.133 0.838 0.889,0,False,64.0,0.5,0.5,24.0,120.0,0.0,1.0,114.8998018267691,52.31381278064907,0.0,0.4666666666666667,0.0,
35,0,1.386 3.313 4.868 17.624,1.729 2.052 20.508 44.825,135.326 151.245 170.721 644.755,0,0,0.064 0.102 0.293 0.923,0.239 0.254 0.260 0.553,19.538 20.767 25.519 32.267,0,0,0,81,True,63.827353328744124,0.65,0.4896763392857143,24.0,120.0,0.0,1.0,114.8998018267691,52.31921527930808,0.0,0.4666666666666667,0.0,
36,15.281 16.836 35.737 57.817,0,1.691 3.424 6.925 37.030,0,4.875 8.797 9.256 10.656,65.291 412.719 798.193 1037.913,0,0.260 0.283 0.330 0.850,0,0,0,0.099 0.185 0.291 0.997,98,True,63.59221603515216,0.0,0.515625,24.0,120.0,0.03125,1.0,114.8998018267691,52.32659680042545,0.02922755741127357,0.48333333333333334,0.03125,
37,9.452 13.055 26.892 51.043,1.391 3.701 4.478 6.036,1.699 2.057 12.425 50.703,0,2.716 5.265 7.127 7.619,123.371 163.330 741.408 763.603,0,0,0,0,7.290 7.461 7.644 7.849,0,99,True,63.4769944955922,0.025,0.5234375,24.0,120.0,0.046875,1.0,114.8998018267691,52.3302238496739,0.04388714733542316,0.49166666666666664,0.046875,
38,14.868 15.440 18.916 49.022,0,0,0,0,92.146 138.081 660.579 742.107,0.032 0.059 0.695 1.010,0.231 0.266 0.439 0.687,0,0,6.939 7.801 8.400 8.586,0.102 0.168 0.402 0.862,3,False,63.357191187498074,0.20000000000000004,0.5078125,24.0,120.0,0.015625,1.0,114.8998018267691,52.33400211633217,0.01459854014598539,0.475,0.015625,
39,15.281 16.836 35.737 57.817,0,1.691 3.424 6.925 37.030,106.965 148.530 567.423 672.912,4.875 8.797 9.256 10.656,65.291 412.719 798.193 1037.913,0,0.266 0.470 0.830 0.940,0,0,0,0,87,True,63.33449923398603,0.225,0.5066964285714286,24.0,120.0,0.015625,1.0,114.8998018267691,52.33471856280721,0.01459854014598539,0.475,0.015625,
40,7.375 17.430 38.873 40.338,0,1.199 2.636 42.326 51.321,0,5.874 6.389 8.840 9.929,0,0.036 1.141 1.203 1.215,0,0,0,7.214 7.678 7.953 8.633,0.003 0.006 0.173 0.871,82,True,62.012561511576635,0.30000000000000004,0.45870535714285715,24.0,120.0,0.029017857142857206,0.9821428571428571,114.8998018267691,52.376905008270626,0.02719665271966524,0.48333333333333334,0.046875,
41,0,0,0,81.945 140.804 164.711 242.126,6.130 7.504 7.866 8.372,26.171 52.188 615.241 646.547,0.061 0.093 0.355 1.235,0.254 0.274 0.401 0.676,21.138 21.627 29.617 31.806,0,0,0,101,True,61.851231220715604,0.375,0.5100446428571429,24.0,120.0,0.03125,1.0,114.8998018267691,52.38211493696835,0.02922755741127357,0.48333333333333334,0.03125,
42,15.281 16.836 35.737 57.817,0,1.691 3.424 6.925 37.030,106.965 148.530 567.423 672.912,4.875 8.797 9.256 10.656,65.291 412.719 798.193 1037.913,0,0.266 0.470 0.830 0.940,0,0,7.290 7.461 7.644 7.849,0,7,False,64.00308569422491,0.5499999999999999,0.49107142857142855,28.0,120.0,0.0,1.0,134.0497687978973,65.52829125381449,0.0,0.4666666666666667,0.0,
43,15.281 16.836 35.737 57.817,0,1.691 3.424 6.925 37.030,106.965 148.530 567.423 672.912,4.875 8.797 9.256 10.656,65.291 412.719 798.193 1037.913,0,0.266 0.470 0.830 0.940,0,0,7.290 7.461 7.644 7.849,0,7,False,64.00308569422491,0.5499999999999999,0.49107142857142855,28.0,120.0,0.0,1.0,134.0497687978973,65.52829125381449,0.0,0.4666666666666667,0.0,
44,9.452 13.055 26.892 51.043,1.391 3.701 4.478 6.036,1.699 2.057 12.425 50.703,0,2.716 5.265 7.127 7.619,123.371 163.330 741.408 763.603,0,0.260 0.279 0.314 0.319,0,0,0,0.099 0.185 0.291 0.997,10,False,64.0,0.5,0.5,28.0,120.0,0.0,1.0,134.0497687978973,65.5283876794345,0.0,0.4666666666666667,0.0,
45,10.128 18.300 19.859 31.171,2.495 3.582 11.012 17.258,0,89.826 105.815 227.379 458.560,0,47.362 107.475 159.626 1017.298,0.087 0.088 0.385 0.882,0.241 0.357 0.392 0.767,0,2.531 4.269 12.383 51.327,7.237 7.546 8.160 8.636,0,29,False,64.7547988224587,0.9500000000000001,0.49107142857142855,32.0,120.0,0.0,1.0,153.19973576902547,79.93464644712236,0.0,0.4666666666666667,0.0,
46,10.128 18.300 19.859 31.171,2.495 3.582 11.012 17.258,0,89.826 105.815 227.379 458.560,0,47.362 107.475 159.626 1017.298,0.087 0.088 0.385 0.882,0.241 0.357 0.392 0.767,0,2.531 4.269 12.383 51.327,7.237 7.546 8.160 8.636,0,93,True,64.7547988224587,0.9500000000000001,0.49107142857142855,32.0,120.0,0.0,1.0,153.19973576902547,79.93464644712236,0.0,0.4666666666666667,0.0,
47,0,0,0.806 3.459 38.392 143.097,152.871 171.806 483.356 584.956,5.349 5.706 8.290 9.137,0,0.032 0.075 0.427 1.095,0.243 0.254 0.294 0.523,0,3.012 3.189 4.539 67.199,6.827 8.022 8.338 8.760,0.039 0.104 0.134 0.201,89,True,64.05730482660167,0.625,0.49107142857142855,32.0,120.0,0.0,1.0,153.19973576902547,79.95630592765615,0.0,0.4666666666666667,0.0,
48,0,1.386 3.313 4.868 17.624,1.729 2.052 20.508 44.825,135.326 151.245 170.721 644.755,0,0,0.049 0.058 0.730 0.917,0.234 0.238 0.256 0.289,23.496 26.098 28.171 29.587,0,6.834 7.502 7.988 8.147,0.035 0.300 0.588 0.767,31,False,64.0,0.5,0.5,32.0,120.0,0.0,1.0,153.19973576902547,79.95809590224617,0.0,0.4666666666666667,0.0,
49,8.607 10.793 18.469 56.902,1.576 3.639 12.616 24.193,0,81.945 140.804 164.711 242.126,6.130 7.504 7.866 8.372,26.171 52.188 615.241 646.547,0.061 0.093 0.355 1.235,0.254 0.274 0.401 0.676,21.138 21.627 29.617 31.806,0,0,0,19,False,63.42038231307903,0.625,0.49330357142857145,32.0,120.0,0.0,1.0,153.19973576902547,79.97629147423528,0.0,0.4666666666666667,0.0,
50,8.607 10.793 18.469 56.902,1.576 3.639 12.616 24.193,0,81.945 140.804 164.711 242.126,6.130 7.504 7.866 8.372,26.171 52.188 615.241 646.547,0.054 0.064 0.786 1.149,0,21.217 24.434 29.026 29.498,0,6.834 7.502 7.988 8.147,0.035 0.300 0.588 0.767,80,True,63.41377614691064,0.17500000000000002,0.5078125,36.0,120.0,0.015625,1.0,172.34970274015365,95.79702328772325,0.01459854014598539,0.475,0.015625,
