,COD,Chlorophyll,Cl-,Conductivity,DO,Elevation,NH4+-N,NO3--N,Temperature,Turbidity,pH,velocity,ID,mutated,SSE,threshold,K,AUC,N,TSS,Kappa,BIC,AIC,Sp,CCI,Sn,rank
10,0,0,0,0,0,29.977 83.756 437.119 750.251,0.027 0.062 0.079 0.191,0,26.443 28.297 29.958 30.175,0,0,0,140,True,64.42602635815183,0.0,12.0,0.5011160714285714,120.0,0.006696428571428603,0.006309148264984163,57.44990091338455,18.584852475536294,0.9285714285714286,0.475,0.078125,
11,0,2.798 3.613 5.330 13.610,0,149.303 170.436 171.615 471.006,0,0,0,0,0,0,7.357 7.410 7.660 8.492,0,129,True,63.33290106398982,0.0,12.0,0.53125,120.0,0.0625,0.058577405857740544,57.44990091338455,18.61907793413997,1.0,0.5,0.0625,
12,0,0,0,0,0,0,0.029 0.091 0.289 1.900,0,23.831 26.019 28.555 31.719,0,6.890 7.632 7.867 8.010,0,88,True,62.44869036333799,0.1,12.0,0.45479910714285715,120.0,-0.013392857142857095,-0.012658227848101349,57.44990091338455,18.64719731969063,0.8928571428571429,0.4666666666666667,0.09375,
13,0,0,0,0,0,0,0.029 0.091 0.289 1.900,0,23.831 26.019 28.555 31.719,0,6.890 7.632 7.867 8.010,0,88,True,62.44869036333799,0.1,12.0,0.45479910714285715,120.0,-0.013392857142857095,-0.012658227848101349,57.44990091338455,18.64719731969063,0.8928571428571429,0.4666666666666667,0.09375,
14,0,2.036 2.550 17.318 20.567,0,0,0,0,0,0,25.473 26.019 28.555 31.719,0,6.890 7.632 7.867 8.010,0,126,True,60.626308534396436,0.9750000000000001,12.0,0.45396205357142855,120.0,-0.017857142857142905,-0.016684045881126177,57.44990091338455,18.706429984272823,0.9821428571428571,0.4583333333333333,0.0,
15,0,0,0,0,4.791 7.099 7.589 10.071,0,0,0.262 0.266 0.563 1.237,0,0,7.371 7.458 7.636 7.853,0,77,True,60.53173720371261,0.8000000000000002,12.0,0.49483816964285715,120.0,0.0625,0.058577405857740544,57.44990091338455,18.70955223172455,1.0,0.5,0.0625,
16,0,0,1.228 1.310 10.531 80.620,0,0,0,0,0,0,0,7.652 7.670 7.686 7.806,0.001 0.023 0.121 0.876,133,True,60.52964692808641,0.1,12.0,0.5382254464285715,120.0,0.09375,0.08805031446540895,57.44990091338455,18.709621296708118,1.0,0.5166666666666667,0.09375,
17,0,0,0,43.153 45.895 132.097 466.414,0,58.960 107.946 654.751 1026.142,0.049 0.094 0.310 0.575,0,25.626 26.707 29.100 31.750,0,0,0,144,True,65.40066625992623,0.9,16.0,0.4464285714285714,120.0,0.0,0.0,76.59986788451273,28.920488506314438,1.0,0.4666666666666667,0.0,
18,0,3.397 5.420 13.766 15.737,0,59.965 67.797 271.681 436.609,0,49.795 88.847 115.226 249.210,0.057 0.062 0.079 0.191,0,0,0,0,0,132,True,65.0390020949018,0.775,16.0,0.48660714285714285,120.0,-0.017857142857142905,-0.016684045881126177,76.59986788451273,28.93157915370318,0.9821428571428571,0.4583333333333333,0.0,
19,0,0,1.228 1.310 10.531 80.620,91.349 102.823 114.851 1041.015,0,0,0.057 0.062 0.079 0.191,0,26.443 26.754 28.454 30.175,0,0,0,41,False,64.97131307833581,0.8750000000000001,16.0,0.47781808035714285,120.0,-0.0022321428571429047,-0.0020876826722337296,76.59986788451273,28.933661727615625,0.9821428571428571,0.4666666666666667,0.015625,
20,0,0,1.228 1.310 10.531 80.620,91.349 102.823 114.851 1041.015,0,0,0.057 0.062 0.079 0.191,0,26.443 26.754 28.454 30.175,0,0,0,41,False,64.97131307833581,0.8750000000000001,16.0,0.47781808035714285,120.0,-0.0022321428571429047,-0.0020876826722337296,76.59986788451273,28.933661727615625,0.9821428571428571,0.4666666666666667,0.015625,
21,0,0,0,0,0,29.977 83.756 437.119 750.251,0,0.231 0.242 0.261 1.579,0,4.718 4.757 40.897 63.452,7.349 7.759 8.273 8.682,0,26,False,64.57438691591072,0.9,16.0,0.49107142857142855,120.0,0.0,0.0,76.59986788451273,28.945917708464545,1.0,0.4666666666666667,0.0,
22,0,0,0,43.153 45.895 132.097 206.329,0,52.128 127.199 855.922 1007.395,0.049 0.092 0.130 0.575,0,25.626 26.707 29.100 31.750,0,0,0,92,True,64.37649441101813,0.775,16.0,0.4464285714285714,120.0,0.0,0.0,76.59986788451273,28.952056252325864,1.0,0.4666666666666667,0.0,
23,0,0,0,0,0,33.150 77.790 624.072 928.324,0,0.231 0.243 0.261 1.579,0,4.718 4.757 40.897 212.017,7.349 7.759 8.273 8.682,0,145,True,64.02465521120855,0.9,16.0,0.47014508928571425,120.0,0.0,0.0,76.59986788451273,28.963016904358607,1.0,0.4666666666666667,0.0,
24,0,2.036 2.550 4.770 20.567,0,0,0,0,0.040 0.149 0.662 1.991,0,0,0,6.890 7.632 7.867 8.010,0.039 0.104 0.134 0.201,143,True,63.603997860490495,0.0,16.0,0.5005580357142857,120.0,0.006696428571428603,0.006309148264984163,76.59986788451273,28.976200742433896,0.9285714285714286,0.475,0.078125,
25,0,0,0,0,0,0,0.029 0.091 0.289 1.900,0,23.831 26.019 28.555 31.719,0,6.890 7.468 7.867 8.010,0.039 0.104 0.119 0.201,148,True,63.467446846871034,0.0,16.0,0.5323660714285714,120.0,0.0714285714285714,0.06743940990516334,76.59986788451273,28.98049914532041,0.9464285714285714,0.5083333333333333,0.125,
26,0,2.036 2.550 17.318 20.567,0,0,4.247 6.738 8.510 8.816,0,0.029 0.091 0.289 1.900,0,24.901 26.296 28.536 30.212,0,0,0,137,True,61.93008981898875,1.0,16.0,0.47516741071428575,120.0,0.0,0.0,76.59986788451273,29.029541067498744,1.0,0.4666666666666667,0.0,
27,0,2.036 2.550 17.318 20.567,0,0,0,0,0.029 0.091 0.289 1.900,0,23.831 24.604 28.555 31.719,0,6.890 7.632 7.867 8.010,0,149,True,60.55208474793374,0.2,16.0,0.49539620535714285,120.0,0.0379464285714286,0.036402569593147666,76.59986788451273,29.074545598867797,0.8035714285714286,0.5,0.234375,
28,0,3.764 5.084 18.520 18.524,0,0,5.635 5.748 8.658 10.099,0,0.052 0.079 0.713 1.051,0.263 0.272 0.528 0.756,0,2.677 4.410 62.879 80.514,0,0,95,True,67.17638544628707,0.9,20.0,0.4603794642857143,120.0,-0.0535714285714286,-0.05015673981191223,95.74983485564091,40.07020492740473,0.9464285714285714,0.44166666666666665,0.0,
29,0,0,0,43.153 45.895 132.097 206.329,0,52.128 127.199 855.922 1007.395,0.049 0.092 0.130 0.575,0,25.626 26.707 29.100 31.750,2.364 4.549 10.967 85.236,0,0,21,False,64.31466281708761,0.8250000000000001,20.0,0.44601004464285715,120.0,0.0,0.0,95.74983485564091,40.157273199173005,1.0,0.4666666666666667,0.0,
30,0,0,0,0,4.791 7.099 7.589 10.071,29.977 83.756 437.119 659.333,0,0.230 0.259 0.427 1.380,0,4.718 4.757 44.336 63.452,7.353 7.760 7.884 8.128,0,128,True,64.22143937555511,0.75,20.0,0.46149553571428575,120.0,0.0,0.0,95.74983485564091,40.16017428163273,1.0,0.4666666666666667,0.0,
31,0,0,0,63.476 187.064 224.639 309.470,0,0,0,0.252 0.268 0.277 0.577,0,0.117 1.850 14.460 78.512,7.652 7.670 7.686 7.806,0.006 0.024 0.177 0.873,84,True,64.0,0.5,20.0,0.5,120.0,0.0,0.0,95.74983485564091,40.16708231812914,1.0,0.4666666666666667,0.0,
32,7.001 7.800 42.999 53.014,0,0,0,4.214 7.060 7.300 8.269,0,0,0,19.581 20.488 25.430 26.668,1.466 3.658 9.694 39.812,7.721 7.842 8.175 8.317,0,78,True,63.81224633707755,0.6000000000000001,20.0,0.46484375,120.0,0.0,0.0,95.74983485564091,40.17295824327262,1.0,0.4666666666666667,0.0,
33,0,0,0,65.485 188.985 382.552 672.769,0,0,0.054 0.073 0.150 0.835,0.235 0.237 0.602 1.534,22.667 25.721 25.769 27.765,0,0,0.104 0.354 0.623 0.633,9,False,63.40695158873682,0.65,20.0,0.48660714285714285,120.0,0.0,0.0,95.74983485564091,40.185701480963516,1.0,0.4666666666666667,0.0,
34,7.375 17.430 38.873 40.338,0,1.199 2.636 42.326 51.321,0,0,0,0.036 1.141 1.203 1.215,0,0,0,7.214 7.678 7.953 8.633,0.003 0.004 0.133 0.876,33,False,62.89149090195629,0.32500000000000007,20.0,0.43777901785714285,120.0,0.008928571428571397,0.008394543546694598,95.74983485564091,40.202026735294204,0.9464285714285714,0.475,0.0625,
35,0,2.036 2.550 17.318 20.567,0,0,0,0,0.029 0.091 0.289 1.900,0,23.831 26.019 28.555 31.719,0,6.890 7.632 7.867 8.010,0.039 0.104 0.134 0.201,40,False,62.452556705139735,0.025,20.0,0.5178571428571429,120.0,0.0379464285714286,0.03582718651211804,95.74983485564091,40.216034133312824,0.9285714285714286,0.49166666666666664,0.109375,
36,0,2.036 2.550 17.318 20.567,0,0,0,0,0.029 0.091 0.289 1.900,0,23.831 26.019 28.555 31.719,0,6.890 7.632 7.867 8.010,0.039 0.104 0.134 0.201,40,False,62.452556705139735,0.025,20.0,0.5178571428571429,120.0,0.0379464285714286,0.03582718651211804,95.74983485564091,40.216034133312824,0.9285714285714286,0.49166666666666664,0.109375,
37,0,2.036 2.550 17.318 20.567,0,0,0,0,0.029 0.091 0.289 1.900,0,23.831 26.019 28.555 31.719,0,6.890 7.632 7.867 8.010,0.039 0.104 0.134 0.201,40,False,62.452556705139735,0.025,20.0,0.5178571428571429,120.0,0.0379464285714286,0.03582718651211804,95.74983485564091,40.216034133312824,0.9285714285714286,0.49166666666666664,0.109375,
38,7.001 7.800 42.999 53.014,0,0,0,0,0,0,0,22.772 25.932 27.912 28.393,1.885 4.371 10.318 71.831,7.075 8.142 8.477 8.570,0.143 0.213 0.243 0.886,135,True,62.08280453355853,0.25,20.0,0.48493303571428575,120.0,0.03125,0.02922755741127357,95.74983485564091,40.22791038289844,1.0,0.48333333333333334,0.03125,
39,0,3.397 5.420 13.766 15.737,1.013 2.686 16.714 39.261,59.965 67.797 271.681 436.609,6.338 6.571 7.097 10.454,33.879 58.472 349.851 620.125,0,0,0,0,0,0,85,True,60.718291360861905,0.30000000000000004,20.0,0.44782366071428564,120.0,0.029017857142857206,0.02719665271966524,95.74983485564091,40.27235849875209,0.9821428571428571,0.48333333333333334,0.046875,
40,0,0,0.806 3.459 38.392 143.097,152.871 171.806 483.356 584.956,5.349 5.706 8.290 9.137,0,0,0.243 0.254 0.294 0.523,0,3.012 3.189 4.539 67.199,6.827 8.022 8.338 8.760,0,12,False,65.29799553185538,0.9,24.0,0.4642857142857143,120.0,0.0,0.0,114.8998018267691,52.273656268338414,1.0,0.4666666666666667,0.0,
41,0,1.620 2.231 2.577 9.290,0,43.153 45.895 132.097 206.329,0,0,0.049 0.092 0.130 0.575,0,19.040 19.718 24.535 26.424,2.094 3.421 10.149 52.374,7.721 7.842 8.175 8.317,0,134,True,64.08520603165329,0.725,24.0,0.4896763392857143,120.0,0.0,0.0,114.8998018267691,52.31115186306579,1.0,0.4666666666666667,0.0,
42,0,3.397 5.420 13.766 15.737,0,59.965 67.797 271.681 436.609,6.338 6.571 7.097 10.454,33.879 58.472 349.851 620.125,0,0,0,0,7.652 7.670 7.686 7.806,0.001 0.023 0.121 0.876,83,True,64.00810437538846,0.5499999999999999,24.0,0.48214285714285715,120.0,0.0,0.0,114.8998018267691,52.313559534952205,1.0,0.4666666666666667,0.0,
43,0,0,0,43.153 45.895 328.333 1374.516,0,52.128 127.199 855.922 1074.523,0.034 0.294 0.433 1.033,0,24.137 26.698 28.843 31.748,2.364 6.265 10.967 85.236,0,0.055 0.345 0.369 0.777,142,True,63.87712759165829,0.5499999999999999,24.0,0.4638671875,120.0,0.0,0.0,114.8998018267691,52.3176562340788,1.0,0.4666666666666667,0.0,
44,15.281 16.836 35.737 57.817,0,1.691 3.424 6.925 37.030,0,4.875 8.797 9.256 10.656,65.291 412.719 798.193 1037.913,0,0.260 0.283 0.330 0.850,0,0,0,0.099 0.185 0.291 0.997,98,True,63.59221603515216,0.0,24.0,0.515625,120.0,0.03125,0.02922755741127357,114.8998018267691,52.32659680042545,1.0,0.48333333333333334,0.03125,
45,0,0,2.514 3.203 19.245 32.825,63.476 187.064 224.639 309.470,0,0,0.029 0.419 0.612 1.900,0,23.831 26.019 28.555 31.719,0,6.890 7.632 7.867 8.010,0.039 0.104 0.177 0.201,131,True,63.59142729409316,0.0,24.0,0.5217633928571428,120.0,0.044642857142857206,0.041884816753926656,114.8998018267691,52.32662160679327,0.9821428571428571,0.49166666666666664,0.0625,
46,0,0,1.228 1.310 10.531 80.620,91.349 102.823 114.851 1041.015,0,0,0.057 0.062 0.079 0.191,0.263 0.327 0.528 0.756,19.951 23.816 28.795 30.174,2.677 49.234 62.879 80.514,0,0,146,True,63.55283270516958,0.7,24.0,0.47335379464285715,120.0,0.0,0.0,114.8998018267691,52.32783580521982,1.0,0.4666666666666667,0.0,
47,7.527 7.677 13.713 32.219,0,1.228 1.310 10.531 80.620,91.349 102.823 114.851 1041.015,3.083 3.812 7.705 9.240,0,0,0.231 0.242 0.261 1.579,0,2.855 4.757 40.897 63.452,7.349 7.759 8.273 8.682,0,141,True,65.2066149156314,0.8250000000000001,28.0,0.45535714285714285,120.0,0.0,0.0,134.0497687978973,65.49103200705878,1.0,0.4666666666666667,0.0,
48,0,0,1.228 1.310 10.531 80.620,91.349 102.823 114.851 1041.015,0,0,0.057 0.062 0.079 0.191,0,25.014 26.033 28.516 31.187,2.503 3.991 54.086 73.975,6.890 7.632 7.753 8.010,0.039 0.104 0.134 0.201,136,True,64.25432680998541,0.725,28.0,0.48800223214285715,120.0,0.0,0.0,134.0497687978973,65.52045571644595,1.0,0.4666666666666667,0.0,
49,0,0,1.013 2.686 16.714 39.261,59.965 67.797 271.681 436.609,6.338 6.571 7.097 10.454,33.879 58.472 349.851 620.125,0,0,23.831 26.019 28.555 31.719,0,7.357 7.632 7.867 8.010,0.082 0.104 0.134 0.201,139,True,63.61120480097613,0.1,28.0,0.5078125,120.0,0.015625,0.01459854014598539,134.0497687978973,65.54057458426412,1.0,0.475,0.015625,
