,X,Y,taxon,date,abundance,value,ID,old_ID,variable
47,698343,9826923,Baetidae,nan,5,600,3,14,Elevation
48,662025,9811606,Baetidae,nan,8,26.08,4,48,Temperature
49,662025,9811606,Baetidae,nan,8,462,4,48,Conductivity
50,662025,9811606,Baetidae,nan,8,6.85,4,48,pH
51,662025,9811606,Baetidae,nan,8,5.63,4,48,Chlorophyll
52,662025,9811606,Baetidae,nan,8,55.84,4,48,Cl-
53,662025,9811606,Baetidae,nan,8,2.97,4,48,DO
54,662025,9811606,Baetidae,nan,8,7.4,4,48,Turbidity
55,662025,9811606,Baetidae,nan,8,34.1,4,48,COD
56,662025,9811606,Baetidae,nan,8,0.26,4,48,NO3--N
57,662025,9811606,Baetidae,nan,8,1.26,4,48,NH4+-N
58,662025,9811606,Baetidae,nan,8,0,4,48,velocity
59,662025,9811606,Baetidae,nan,8,5,4,48,Elevation
60,679191,9961529,Baetidae,nan,1,22.94,5,99,Temperature
61,679191,9961529,Baetidae,nan,1,93,5,99,Conductivity
62,679191,9961529,Baetidae,nan,1,7.51,5,99,pH
63,679191,9961529,Baetidae,nan,1,1.26,5,99,Chlorophyll
64,679191,9961529,Baetidae,nan,1,1.31,5,99,Cl-
65,679191,9961529,Baetidae,nan,1,7.8,5,99,DO
66,679191,9961529,Baetidae,nan,1,0.8,5,99,Turbidity
67,679191,9961529,Baetidae,nan,1,13.8,5,99,COD
68,679191,9961529,Baetidae,nan,1,0.33,5,99,NO3--N
69,679191,9961529,Baetidae,nan,1,0.05,5,99,NH4+-N
70,679191,9961529,Baetidae,nan,1,0.06,5,99,velocity
71,679191,9961529,Baetidae,nan,1,198,5,99,Elevation
72,642033,9886348,Baetidae,nan,7,24.43,6,52,Temperature
73,642033,9886348,Baetidae,nan,7,256,6,52,Conductivity
74,642033,9886348,Baetidae,nan,7,7.07,6,52,pH
75,642033,9886348,Baetidae,nan,7,4.68,6,52,Chlorophyll
76,642033,9886348,Baetidae,nan,7,1.9,6,52,Cl-
77,642033,9886348,Baetidae,nan,7,1.97,6,52,DO
78,642033,9886348,Baetidae,nan,7,2.53,6,52,Turbidity
79,642033,9886348,Baetidae,nan,7,19.52,6,52,COD
80,642033,9886348,Baetidae,nan,7,0.23,6,52,NO3--N
81,642033,9886348,Baetidae,nan,7,0.13,6,52,NH4+-N
82,642033,9886348,Baetidae,nan,7,0,6,52,velocity
83,642033,9886348,Baetidae,nan,7,42,6,52,Elevation
84,685948,9764845,Baetidae,nan,1,25.03,7,37,Temperature
85,685948,9764845,Baetidae,nan,1,273.2,7,37,Conductivity
86,685948,9764845,Baetidae,nan,1,7.58,7,37,pH
87,685948,9764845,Baetidae,nan,1,1.2,7,37,Chlorophyll
88,685948,9764845,Baetidae,nan,1,2.93,7,37,Cl-
89,685948,9764845,Baetidae,nan,1,7.14,7,37,DO
90,685948,9764845,Baetidae,nan,1,0.93,7,37,Turbidity
91,685948,9764845,Baetidae,nan,1,22.2,7,37,COD
92,685948,9764845,Baetidae,nan,1,0.95,7,37,NO3--N
93,685948,9764845,Baetidae,nan,1,0.03,7,37,NH4+-N
94,685948,9764845,Baetidae,nan,1,0.2,7,37,velocity
95,685948,9764845,Baetidae,nan,1,81,7,37,Elevation
96,688300,9781411,Baetidae,nan,4,24.83,8,40,Temperature
97,688300,9781411,Baetidae,nan,4,208,8,40,Conductivity
98,688300,9781411,Baetidae,nan,4,7.7,8,40,pH
99,688300,9781411,Baetidae,nan,4,2.68,8,40,Chlorophyll
100,688300,9781411,Baetidae,nan,4,2.11,8,40,Cl-
101,688300,9781411,Baetidae,nan,4,7.71,8,40,DO
102,688300,9781411,Baetidae,nan,4,2.57,8,40,Turbidity
103,688300,9781411,Baetidae,nan,4,26.1,8,40,COD
104,688300,9781411,Baetidae,nan,4,0.81,8,40,NO3--N
105,688300,9781411,Baetidae,nan,4,0.03,8,40,NH4+-N
106,688300,9781411,Baetidae,nan,4,0.06,8,40,velocity
107,688300,9781411,Baetidae,nan,4,47,8,40,Elevation
108,638001,9827048,Baetidae,nan,1,26.21,9,45,Temperature
109,638001,9827048,Baetidae,nan,1,136.25,9,45,Conductivity
110,638001,9827048,Baetidae,nan,1,7.76,9,45,pH
111,638001,9827048,Baetidae,nan,1,2.48,9,45,Chlorophyll
112,638001,9827048,Baetidae,nan,1,3.55,9,45,Cl-
113,638001,9827048,Baetidae,nan,1,7.56,9,45,DO
114,638001,9827048,Baetidae,nan,1,1.63,9,45,Turbidity
115,638001,9827048,Baetidae,nan,1,17.2,9,45,COD
116,638001,9827048,Baetidae,nan,1,0.23,9,45,NO3--N
117,638001,9827048,Baetidae,nan,1,0.05,9,45,NH4+-N
118,638001,9827048,Baetidae,nan,1,0.2,9,45,velocity
119,638001,9827048,Baetidae,nan,1,19,9,45,Elevation
120,634440,9899731,Baetidae,nan,3,27.86,10,91,Temperature
121,634440,9899731,Baetidae,nan,3,89,10,91,Conductivity
122,634440,9899731,Baetidae,nan,3,7.76,10,91,pH
123,634440,9899731,Baetidae,nan,3,25.43,10,91,Chlorophyll
124,634440,9899731,Baetidae,nan,3,2.19,10,91,Cl-
125,634440,9899731,Baetidae,nan,3,9.05,10,91,DO
126,634440,9899731,Baetidae,nan,3,9.52,10,91,Turbidity
127,634440,9899731,Baetidae,nan,3,9.04,10,91,COD
128,634440,9899731,Baetidae,nan,3,0.23,10,91,NO3--N
129,634440,9899731,Baetidae,nan,3,0.22,10,91,NH4+-N
130,634440,9899731,Baetidae,nan,3,0,10,91,velocity
131,634440,9899731,Baetidae,nan,3,80,10,91,Elevation
132,705744,9802662,Baetidae,nan,2,19.04,11,62,Temperature
133,705744,9802662,Baetidae,nan,2,88,11,62,Conductivity
134,705744,9802662,Baetidae,nan,2,7.98,11,62,pH
135,705744,9802662,Baetidae,nan,2,1.28,11,62,Chlorophyll
136,705744,9802662,Baetidae,nan,2,0.53,11,62,Cl-
137,705744,9802662,Baetidae,nan,2,8.19,11,62,DO
138,705744,9802662,Baetidae,nan,2,1.05,11,62,Turbidity
139,705744,9802662,Baetidae,nan,2,5,11,62,COD
140,705744,9802662,Baetidae,nan,2,0.23,11,62,NO3--N
141,705744,9802662,Baetidae,nan,2,0.05,11,62,NH4+-N
142,705744,9802662,Baetidae,nan,2,0.5,11,62,velocity
143,705744,9802662,Baetidae,nan,2,1075,11,62,Elevation
144,687108,9857931,Baetidae,nan,17,25.48,12,115,Temperature
145,687108,9857931,Baetidae,nan,17,96,12,115,Conductivity
146,687108,9857931,Baetidae,nan,17,8.51,12,115,pH
147,687108,9857931,Baetidae,nan,17,3.03,12,115,Chlorophyll
148,687108,9857931,Baetidae,nan,17,1.17,12,115,Cl-
149,687108,9857931,Baetidae,nan,17,8.91,12,115,DO
150,687108,9857931,Baetidae,nan,17,0.98,12,115,Turbidity
151,687108,9857931,Baetidae,nan,17,5,12,115,COD
152,687108,9857931,Baetidae,nan,17,0.23,12,115,NO3--N
153,687108,9857931,Baetidae,nan,17,0.05,12,115,NH4+-N
154,687108,9857931,Baetidae,nan,17,0.45,12,115,velocity
155,687108,9857931,Baetidae,nan,17,91,12,115,Elevation
156,660135,9951898,Baetidae,nan,1,25,13,111,Temperature
157,660135,9951898,Baetidae,nan,1,125,13,111,Conductivity
158,660135,9951898,Baetidae,nan,1,8.66,13,111,pH
159,660135,9951898,Baetidae,nan,1,2.4,13,111,Chlorophyll
160,660135,9951898,Baetidae,nan,1,3.4,13,111,Cl-
161,660135,9951898,Baetidae,nan,1,9.59,13,111,DO
162,660135,9951898,Baetidae,nan,1,1.13,13,111,Turbidity
163,660135,9951898,Baetidae,nan,1,60,13,111,COD
164,660135,9951898,Baetidae,nan,1,0.23,13,111,NO3--N
165,660135,9951898,Baetidae,nan,1,0.08,13,111,NH4+-N
166,660135,9951898,Baetidae,nan,1,0.33,13,111,velocity
167,660135,9951898,Baetidae,nan,1,107,13,111,Elevation
168,638001,9827048,Baetidae,nan,1,26.21,14,45,Temperature
169,638001,9827048,Baetidae,nan,1,136.25,14,45,Conductivity
170,638001,9827048,Baetidae,nan,1,7.76,14,45,pH
171,638001,9827048,Baetidae,nan,1,2.48,14,45,Chlorophyll
172,638001,9827048,Baetidae,nan,1,3.55,14,45,Cl-
173,638001,9827048,Baetidae,nan,1,7.56,14,45,DO
174,638001,9827048,Baetidae,nan,1,1.63,14,45,Turbidity
175,638001,9827048,Baetidae,nan,1,17.2,14,45,COD
176,638001,9827048,Baetidae,nan,1,0.23,14,45,NO3--N
177,638001,9827048,Baetidae,nan,1,0.05,14,45,NH4+-N
178,638001,9827048,Baetidae,nan,1,0.2,14,45,velocity
179,638001,9827048,Baetidae,nan,1,19,14,45,Elevation
180,675727,9859882,Baetidae,nan,1,26.93,15,119,Temperature
181,675727,9859882,Baetidae,nan,1,122,15,119,Conductivity
182,675727,9859882,Baetidae,nan,1,8.22,15,119,pH
183,675727,9859882,Baetidae,nan,1,1.23,15,119,Chlorophyll
184,675727,9859882,Baetidae,nan,1,3.13,15,119,Cl-
185,675727,9859882,Baetidae,nan,1,8.63,15,119,DO
186,675727,9859882,Baetidae,nan,1,2.23,15,119,Turbidity
187,675727,9859882,Baetidae,nan,1,7.25,15,119,COD
188,675727,9859882,Baetidae,nan,1,0.23,15,119,NO3--N
189,675727,9859882,Baetidae,nan,1,0.05,15,119,NH4+-N
190,675727,9859882,Baetidae,nan,1,0.12,15,119,velocity
191,675727,9859882,Baetidae,nan,1,37,15,119,Elevation
192,671143,9840716,Baetidae,nan,62,25.46,16,112,Temperature
193,671143,9840716,Baetidae,nan,62,147,16,112,Conductivity
194,671143,9840716,Baetidae,nan,62,7.78,16,112,pH
195,671143,9840716,Baetidae,nan,62,1.23,16,112,Chlorophyll
196,671143,9840716,Baetidae,nan,62,6.02,16,112,Cl-
197,671143,9840716,Baetidae,nan,62,8,16,112,DO
198,671143,9840716,Baetidae,nan,62,1.8,16,112,Turbidity
199,671143,9840716,Baetidae,nan,62,7.26,16,112,COD
200,671143,9840716,Baetidae,nan,62,0.23,16,112,NO3--N
201,671143,9840716,Baetidae,nan,62,0.07,16,112,NH4+-N
202,671143,9840716,Baetidae,nan,62,0.4,16,112,velocity
203,671143,9840716,Baetidae,nan,62,19,16,112,Elevation
204,688228,9782851,Baetidae,nan,16,25.9,17,41,Temperature
205,688228,9782851,Baetidae,nan,16,103.33,17,41,Conductivity
206,688228,9782851,Baetidae,nan,16,7.54,17,41,pH
207,688228,9782851,Baetidae,nan,16,0.73,17,41,Chlorophyll
208,688228,9782851,Baetidae,nan,16,0.8,17,41,Cl-
209,688228,9782851,Baetidae,nan,16,7.72,17,41,DO
210,688228,9782851,Baetidae,nan,16,1.34,17,41,Turbidity
211,688228,9782851,Baetidae,nan,16,20.4,17,41,COD
212,688228,9782851,Baetidae,nan,16,0.23,17,41,NO3--N
213,688228,9782851,Baetidae,nan,16,0.04,17,41,NH4+-N
214,688228,9782851,Baetidae,nan,16,0.03,17,41,velocity
215,688228,9782851,Baetidae,nan,16,40,17,41,Elevation
216,652784,9903098,Baetidae,nan,15,26.51,18,78,Temperature
217,652784,9903098,Baetidae,nan,15,72,18,78,Conductivity
218,652784,9903098,Baetidae,nan,15,7.1,18,78,pH
219,652784,9903098,Baetidae,nan,15,8.14,18,78,Chlorophyll
220,652784,9903098,Baetidae,nan,15,2.83,18,78,Cl-
221,652784,9903098,Baetidae,nan,15,7.22,18,78,DO
222,652784,9903098,Baetidae,nan,15,3.66,18,78,Turbidity
223,652784,9903098,Baetidae,nan,15,,18,78,COD
224,652784,9903098,Baetidae,nan,15,0.23,18,78,NO3--N
225,652784,9903098,Baetidae,nan,15,0.02,18,78,NH4+-N
226,652784,9903098,Baetidae,nan,15,0,18,78,velocity
227,652784,9903098,Baetidae,nan,15,71,18,78,Elevation
228,660727,9947422,Baetidae,nan,1,25.35,19,110,Temperature
229,660727,9947422,Baetidae,nan,1,97.25,19,110,Conductivity
230,660727,9947422,Baetidae,nan,1,7.32,19,110,pH
231,660727,9947422,Baetidae,nan,1,2.25,19,110,Chlorophyll
232,660727,9947422,Baetidae,nan,1,3.07,19,110,Cl-
233,660727,9947422,Baetidae,nan,1,6.59,19,110,DO
234,660727,9947422,Baetidae,nan,1,6.38,19,110,Turbidity
235,660727,9947422,Baetidae,nan,1,14.9,19,110,COD
236,660727,9947422,Baetidae,nan,1,0.58,19,110,NO3--N
237,660727,9947422,Baetidae,nan,1,0.13,19,110,NH4+-N
238,660727,9947422,Baetidae,nan,1,0,19,110,velocity
239,660727,9947422,Baetidae,nan,1,135,19,110,Elevation
240,703765,9803864,Baetidae,nan,2,20.73,20,61,Temperature
241,703765,9803864,Baetidae,nan,2,126,20,61,Conductivity
242,703765,9803864,Baetidae,nan,2,8.06,20,61,pH
243,703765,9803864,Baetidae,nan,2,1.27,20,61,Chlorophyll
244,703765,9803864,Baetidae,nan,2,0.85,20,61,Cl-
245,703765,9803864,Baetidae,nan,2,8.11,20,61,DO
246,703765,9803864,Baetidae,nan,2,1.43,20,61,Turbidity
247,703765,9803864,Baetidae,nan,2,5,20,61,COD
248,703765,9803864,Baetidae,nan,2,0.23,20,61,NO3--N
249,703765,9803864,Baetidae,nan,2,0.04,20,61,NH4+-N
250,703765,9803864,Baetidae,nan,2,0.4,20,61,velocity
251,703765,9803864,Baetidae,nan,2,866,20,61,Elevation
252,633405,9898770,Baetidae,nan,1,27.92,21,92,Temperature
253,633405,9898770,Baetidae,nan,1,109,21,92,Conductivity
254,633405,9898770,Baetidae,nan,1,7.21,21,92,pH
255,633405,9898770,Baetidae,nan,1,17.13,21,92,Chlorophyll
256,633405,9898770,Baetidae,nan,1,2.06,21,92,Cl-
257,633405,9898770,Baetidae,nan,1,6.58,21,92,DO
258,633405,9898770,Baetidae,nan,1,8.3,21,92,Turbidity
259,633405,9898770,Baetidae,nan,1,10.36,21,92,COD
260,633405,9898770,Baetidae,nan,1,0.63,21,92,NO3--N
261,633405,9898770,Baetidae,nan,1,0.63,21,92,NH4+-N
262,633405,9898770,Baetidae,nan,1,0,21,92,velocity
263,633405,9898770,Baetidae,nan,1,78,21,92,Elevation
264,612711,9810720,Baetidae,nan,1,26.68,22,49,Temperature
265,612711,9810720,Baetidae,nan,1,94,22,49,Conductivity
266,612711,9810720,Baetidae,nan,1,7.18,22,49,pH
267,612711,9810720,Baetidae,nan,1,2.7,22,49,Chlorophyll
268,612711,9810720,Baetidae,nan,1,1.76,22,49,Cl-
269,612711,9810720,Baetidae,nan,1,6.29,22,49,DO
270,612711,9810720,Baetidae,nan,1,6.8,22,49,Turbidity
271,612711,9810720,Baetidae,nan,1,,22,49,COD
272,612711,9810720,Baetidae,nan,1,0.44,22,49,NO3--N
273,612711,9810720,Baetidae,nan,1,0.17,22,49,NH4+-N
274,612711,9810720,Baetidae,nan,1,0.2,22,49,velocity
275,612711,9810720,Baetidae,nan,1,26,22,49,Elevation
276,630387,9886688,Baetidae,nan,43,25.71,23,50,Temperature
277,630387,9886688,Baetidae,nan,43,375,23,50,Conductivity
278,630387,9886688,Baetidae,nan,43,8.2,23,50,pH
279,630387,9886688,Baetidae,nan,43,4.6,23,50,Chlorophyll
280,630387,9886688,Baetidae,nan,43,8.01,23,50,Cl-
281,630387,9886688,Baetidae,nan,43,9.79,23,50,DO
282,630387,9886688,Baetidae,nan,43,0.4,23,50,Turbidity
283,630387,9886688,Baetidae,nan,43,26.8,23,50,COD
284,630387,9886688,Baetidae,nan,43,0.23,23,50,NO3--N
285,630387,9886688,Baetidae,nan,43,0.19,23,50,NH4+-N
286,630387,9886688,Baetidae,nan,43,0,23,50,velocity
287,630387,9886688,Baetidae,nan,43,62,23,50,Elevation
288,660135,9951898,Baetidae,nan,1,25,24,111,Temperature
289,660135,9951898,Baetidae,nan,1,125,24,111,Conductivity
290,660135,9951898,Baetidae,nan,1,8.66,24,111,pH
291,660135,9951898,Baetidae,nan,1,2.4,24,111,Chlorophyll
292,660135,9951898,Baetidae,nan,1,3.4,24,111,Cl-
293,660135,9951898,Baetidae,nan,1,9.59,24,111,DO
294,660135,9951898,Baetidae,nan,1,1.13,24,111,Turbidity
295,660135,9951898,Baetidae,nan,1,60,24,111,COD
296,660135,9951898,Baetidae,nan,1,0.23,24,111,NO3--N
297,660135,9951898,Baetidae,nan,1,0.08,24,111,NH4+-N
298,660135,9951898,Baetidae,nan,1,0.33,24,111,velocity
299,660135,9951898,Baetidae,nan,1,107,24,111,Elevation
300,682196,9762955,Baetidae,nan,11,25.57,25,26,Temperature
301,682196,9762955,Baetidae,nan,11,334.5,25,26,Conductivity
302,682196,9762955,Baetidae,nan,11,7.32,25,26,pH
303,682196,9762955,Baetidae,nan,11,3.55,25,26,Chlorophyll
304,682196,9762955,Baetidae,nan,11,2.64,25,26,Cl-
305,682196,9762955,Baetidae,nan,11,4.17,25,26,DO
306,682196,9762955,Baetidae,nan,11,2.2,25,26,Turbidity
307,682196,9762955,Baetidae,nan,11,5.2,25,26,COD
308,682196,9762955,Baetidae,nan,11,0.23,25,26,NO3--N
309,682196,9762955,Baetidae,nan,11,0.02,25,26,NH4+-N
310,682196,9762955,Baetidae,nan,11,0,25,26,velocity
311,682196,9762955,Baetidae,nan,11,71,25,26,Elevation
312,585079,9823896,Baetidae,nan,10,32.22,26,22,Temperature
313,585079,9823896,Baetidae,nan,10,688,26,22,Conductivity
314,585079,9823896,Baetidae,nan,10,8.42,26,22,pH
315,585079,9823896,Baetidae,nan,10,3.08,26,22,Chlorophyll
316,585079,9823896,Baetidae,nan,10,6.96,26,22,Cl-
317,585079,9823896,Baetidae,nan,10,7.06,26,22,DO
318,585079,9823896,Baetidae,nan,10,10.1,26,22,Turbidity
319,585079,9823896,Baetidae,nan,10,12.6,26,22,COD
320,585079,9823896,Baetidae,nan,10,0.23,26,22,NO3--N
321,585079,9823896,Baetidae,nan,10,0.02,26,22,NH4+-N
322,585079,9823896,Baetidae,nan,10,0.2,26,22,velocity
323,585079,9823896,Baetidae,nan,10,56,26,22,Elevation
324,681018,9957318,Baetidae,nan,3,23.68,27,98,Temperature
325,681018,9957318,Baetidae,nan,3,173,27,98,Conductivity
326,681018,9957318,Baetidae,nan,3,8.25,27,98,pH
327,681018,9957318,Baetidae,nan,3,4,27,98,Chlorophyll
328,681018,9957318,Baetidae,nan,3,17.7,27,98,Cl-
329,681018,9957318,Baetidae,nan,3,8.95,27,98,DO
330,681018,9957318,Baetidae,nan,3,0.83,27,98,Turbidity
331,681018,9957318,Baetidae,nan,3,18.2,27,98,COD
332,681018,9957318,Baetidae,nan,3,0.64,27,98,NO3--N
333,681018,9957318,Baetidae,nan,3,0.07,27,98,NH4+-N
334,681018,9957318,Baetidae,nan,3,0.27,27,98,velocity
335,681018,9957318,Baetidae,nan,3,208,27,98,Elevation
336,645126,9885371,Baetidae,nan,6,25.64,28,32,Temperature
337,645126,9885371,Baetidae,nan,6,83,28,32,Conductivity
338,645126,9885371,Baetidae,nan,6,6.75,28,32,pH
339,645126,9885371,Baetidae,nan,6,3.07,28,32,Chlorophyll
340,645126,9885371,Baetidae,nan,6,2.37,28,32,Cl-
341,645126,9885371,Baetidae,nan,6,6.49,28,32,DO
342,645126,9885371,Baetidae,nan,6,1.15,28,32,Turbidity
343,645126,9885371,Baetidae,nan,6,31.2,28,32,COD
344,645126,9885371,Baetidae,nan,6,0.25,28,32,NO3--N
345,645126,9885371,Baetidae,nan,6,0.25,28,32,NH4+-N
346,645126,9885371,Baetidae,nan,6,0.5,28,32,velocity
347,645126,9885371,Baetidae,nan,6,22,28,32,Elevation
348,641521,9829716,Baetidae,nan,25,27.01,29,46,Temperature
349,641521,9829716,Baetidae,nan,25,326,29,46,Conductivity
350,641521,9829716,Baetidae,nan,25,7.18,29,46,pH
351,641521,9829716,Baetidae,nan,25,9.79,29,46,Chlorophyll
352,641521,9829716,Baetidae,nan,25,4.23,29,46,Cl-
353,641521,9829716,Baetidae,nan,25,3.69,29,46,DO
354,641521,9829716,Baetidae,nan,25,4.53,29,46,Turbidity
355,641521,9829716,Baetidae,nan,25,37,29,46,COD
356,641521,9829716,Baetidae,nan,25,0.27,29,46,NO3--N
357,641521,9829716,Baetidae,nan,25,0.74,29,46,NH4+-N
358,641521,9829716,Baetidae,nan,25,0,29,46,velocity
359,641521,9829716,Baetidae,nan,25,27,29,46,Elevation
360,646789,9911341,Baetidae,nan,10,29.74,30,73,Temperature
361,646789,9911341,Baetidae,nan,10,81,30,73,Conductivity
362,646789,9911341,Baetidae,nan,10,7.46,30,73,pH
363,646789,9911341,Baetidae,nan,10,6.92,30,73,Chlorophyll
364,646789,9911341,Baetidae,nan,10,1.98,30,73,Cl-
365,646789,9911341,Baetidae,nan,10,8.55,30,73,DO
366,646789,9911341,Baetidae,nan,10,4.08,30,73,Turbidity
367,646789,9911341,Baetidae,nan,10,22.5,30,73,COD
368,646789,9911341,Baetidae,nan,10,0.23,30,73,NO3--N
369,646789,9911341,Baetidae,nan,10,0.03,30,73,NH4+-N
370,646789,9911341,Baetidae,nan,10,0,30,73,velocity
371,646789,9911341,Baetidae,nan,10,87,30,73,Elevation
372,638001,9827048,Baetidae,nan,1,26.21,31,45,Temperature
373,638001,9827048,Baetidae,nan,1,136.25,31,45,Conductivity
374,638001,9827048,Baetidae,nan,1,7.76,31,45,pH
375,638001,9827048,Baetidae,nan,1,2.48,31,45,Chlorophyll
376,638001,9827048,Baetidae,nan,1,3.55,31,45,Cl-
377,638001,9827048,Baetidae,nan,1,7.56,31,45,DO
378,638001,9827048,Baetidae,nan,1,1.63,31,45,Turbidity
379,638001,9827048,Baetidae,nan,1,17.2,31,45,COD
380,638001,9827048,Baetidae,nan,1,0.23,31,45,NO3--N
381,638001,9827048,Baetidae,nan,1,0.05,31,45,NH4+-N
382,638001,9827048,Baetidae,nan,1,0.2,31,45,velocity
383,638001,9827048,Baetidae,nan,1,19,31,45,Elevation
384,630387,9886688,Baetidae,nan,43,25.71,32,50,Temperature
385,630387,9886688,Baetidae,nan,43,375,32,50,Conductivity
386,630387,9886688,Baetidae,nan,43,8.2,32,50,pH
387,630387,9886688,Baetidae,nan,43,4.6,32,50,Chlorophyll
388,630387,9886688,Baetidae,nan,43,8.01,32,50,Cl-
389,630387,9886688,Baetidae,nan,43,9.79,32,50,DO
390,630387,9886688,Baetidae,nan,43,0.4,32,50,Turbidity
391,630387,9886688,Baetidae,nan,43,26.8,32,50,COD
392,630387,9886688,Baetidae,nan,43,0.23,32,50,NO3--N
393,630387,9886688,Baetidae,nan,43,0.19,32,50,NH4+-N
394,630387,9886688,Baetidae,nan,43,0,32,50,velocity
395,630387,9886688,Baetidae,nan,43,62,32,50,Elevation
396,675727,9859882,Baetidae,nan,1,26.93,33,119,Temperature
397,675727,9859882,Baetidae,nan,1,122,33,119,Conductivity
398,675727,9859882,Baetidae,nan,1,8.22,33,119,pH
399,675727,9859882,Baetidae,nan,1,1.23,33,119,Chlorophyll
400,675727,9859882,Baetidae,nan,1,3.13,33,119,Cl-
401,675727,9859882,Baetidae,nan,1,8.63,33,119,DO
402,675727,9859882,Baetidae,nan,1,2.23,33,119,Turbidity
403,675727,9859882,Baetidae,nan,1,7.25,33,119,COD
404,675727,9859882,Baetidae,nan,1,0.23,33,119,NO3--N
405,675727,9859882,Baetidae,nan,1,0.05,33,119,NH4+-N
406,675727,9859882,Baetidae,nan,1,0.12,33,119,velocity
407,675727,9859882,Baetidae,nan,1,37,33,119,Elevation
408,673369,9944638,Baetidae,nan,2,23.73,34,106,Temperature
409,673369,9944638,Baetidae,nan,2,113,34,106,Conductivity
410,673369,9944638,Baetidae,nan,2,7.54,34,106,pH
411,673369,9944638,Baetidae,nan,2,2.74,34,106,Chlorophyll
412,673369,9944638,Baetidae,nan,2,2.21,34,106,Cl-
413,673369,9944638,Baetidae,nan,2,7.27,34,106,DO
414,673369,9944638,Baetidae,nan,2,1.95,34,106,Turbidity
415,673369,9944638,Baetidae,nan,2,7.86,34,106,COD
416,673369,9944638,Baetidae,nan,2,0.4,34,106,NO3--N
417,673369,9944638,Baetidae,nan,2,0.1,34,106,NH4+-N
418,673369,9944638,Baetidae,nan,2,0.6,34,106,velocity
419,673369,9944638,Baetidae,nan,2,170,34,106,Elevation
420,649233,9901117,Baetidae,nan,2,26.59,35,77,Temperature
421,649233,9901117,Baetidae,nan,2,73.5,35,77,Conductivity
422,649233,9901117,Baetidae,nan,2,7.08,35,77,pH
423,649233,9901117,Baetidae,nan,2,7.08,35,77,Chlorophyll
424,649233,9901117,Baetidae,nan,2,2.48,35,77,Cl-
425,649233,9901117,Baetidae,nan,2,6.68,35,77,DO
