ID,X,Y,EQRclass,type,taxon,abundance,variable,value
BB1/9,677318,9932164,0,1,Baetidae,0,Flood prone area width,4.5
BB1/9,677318,9932164,0,1,Baetidae,0,Average stream width,4
BB1/9,677318,9932164,0,1,Baetidae,0,erosion,1
BB1/9,677318,9932164,0,1,Baetidae,0,curvature erosion,0
BB1/9,677318,9932164,0,1,Baetidae,0,Width-erosion,1
BB1/9,677318,9932164,0,1,Baetidae,0,Profile of the bank,3
BB1/9,677318,9932164,0,1,Baetidae,0,Mean depth water body,0.4
BB1/9,677318,9932164,0,1,Baetidae,0,Maximum depth water body,0.6
BB1/9,677318,9932164,0,1,Baetidae,0,Variation in flow,0
BB1/9,677318,9932164,0,1,Baetidae,0,Sludge layer,2
BB1/9,677318,9932164,0,1,Baetidae,0,twigs,0
BB1/9,677318,9932164,0,1,Baetidae,0,branch,0
BB1/9,677318,9932164,0,1,Baetidae,0,logs,0
BB1/9,677318,9932164,0,1,Baetidae,0,velocity,0
BB1/9,677318,9932164,0,1,Baetidae,0,Pool/Riffle class,2
BB1/9,677318,9932164,0,1,Baetidae,0,Bank Shape,4
BB1/9,677318,9932164,0,1,Baetidae,0,Bank Slope,2
BB1/9,677318,9932164,0,1,Baetidae,0,Bed Compaction,2
BB1/9,677318,9932164,0,1,Baetidae,0,Sediment Matrix,5
BB1/9,677318,9932164,0,1,Baetidae,0,Sediment Angularity,6
BB1/9,677318,9932164,0,1,Baetidae,0,Boulder,0
BB1/9,677318,9932164,0,1,Baetidae,0,Cobble,2
BB1/9,677318,9932164,0,1,Baetidae,0,Gravel,0
BB1/9,677318,9932164,0,1,Baetidae,0,Sand,0
BB1/9,677318,9932164,0,1,Baetidae,0,Silt-clay,
BB1/9,677318,9932164,0,1,Baetidae,0,Main Sediment Type,5
BB1/9,677318,9932164,0,1,Baetidae,0,Landuse (Google),3
BB1/9,677318,9932164,0,1,Baetidae,0,Elevation,162
BB2/9,682411,9936599,3,1,Baetidae,0,Temperature,26.79
BB2/9,682411,9936599,3,1,Baetidae,0,Conductivity,103
BB2/9,682411,9936599,3,1,Baetidae,0,TDS,0.07
BB2/9,682411,9936599,3,1,Baetidae,0,pH,8.87
BB2/9,682411,9936599,3,1,Baetidae,0,Chlorophyll,1.68
BB2/9,682411,9936599,3,1,Baetidae,0,Cl-,7.04
BB2/9,682411,9936599,3,1,Baetidae,0,DO,10.26
BB2/9,682411,9936599,3,1,Baetidae,0,DO Sat,128.25
BB2/9,682411,9936599,3,1,Baetidae,0,Turbidity,0.85
BB2/9,682411,9936599,3,1,Baetidae,0,COD,5
BB2/9,682411,9936599,3,1,Baetidae,0,Total N,1
BB2/9,682411,9936599,3,1,Baetidae,0,Total P,0.5
BB2/9,682411,9936599,3,1,Baetidae,0,NO3--N,0.33
BB2/9,682411,9936599,3,1,Baetidae,0,NO2--N,0.015
BB2/9,682411,9936599,3,1,Baetidae,0,NH4+-N,0.14
BB2/9,682411,9936599,3,1,Baetidae,0,Type of watercourse,1
BB2/9,682411,9936599,3,1,Baetidae,0,Forest,0
BB2/9,682411,9936599,3,1,Baetidae,0,arable,1
BB2/9,682411,9936599,3,1,Baetidae,0,residential,1
BB2/9,682411,9936599,3,1,Baetidae,0,orchard,1
BB2/9,682411,9936599,3,1,Baetidae,0,Main land use (field protocol),2
BB2/9,682411,9936599,3,1,Baetidae,0,Shading,1
BB2/9,682411,9936599,3,1,Baetidae,0,Abundance of macrophytes,0
BB2/9,682411,9936599,3,1,Baetidae,0,Submerged aquatic macrophytes,0
BB2/9,682411,9936599,3,1,Baetidae,0,Emerged aquatic macrophytes,0
BB2/9,682411,9936599,3,1,Baetidae,0,Floating aquatic macrophytes,0
BB2/9,682411,9936599,3,1,Baetidae,0,Main macrophytes,0
BB2/9,682411,9936599,3,1,Baetidae,0,Water hyacinth,0
BB2/9,682411,9936599,3,1,Baetidae,0,Valley form,5
BB2/9,682411,9936599,3,1,Baetidae,0,Channel form,5
BB2/9,682411,9936599,3,1,Baetidae,0,Variation in width,1
BB2/9,682411,9936599,3,1,Baetidae,0,Floodplain width,70
BB2/9,682411,9936599,3,1,Baetidae,0,Flood prone area width,60
BB2/9,682411,9936599,3,1,Baetidae,0,Average stream width,35
BB2/9,682411,9936599,3,1,Baetidae,0,erosion,0
BB2/9,682411,9936599,3,1,Baetidae,0,curvature erosion,0
BB2/9,682411,9936599,3,1,Baetidae,0,Width-erosion,0
BB2/9,682411,9936599,3,1,Baetidae,0,Profile of the bank,2
BB2/9,682411,9936599,3,1,Baetidae,0,Mean depth water body,0.45
BB2/9,682411,9936599,3,1,Baetidae,0,Maximum depth water body,0.7
BB2/9,682411,9936599,3,1,Baetidae,0,Variation in flow,4
BB2/9,682411,9936599,3,1,Baetidae,0,Sludge layer,0
BB2/9,682411,9936599,3,1,Baetidae,0,twigs,0
BB2/9,682411,9936599,3,1,Baetidae,0,branch,0
BB2/9,682411,9936599,3,1,Baetidae,0,logs,0
BB2/9,682411,9936599,3,1,Baetidae,0,velocity,1.2
BB2/9,682411,9936599,3,1,Baetidae,0,Pool/Riffle class,3
BB2/9,682411,9936599,3,1,Baetidae,0,Bank Shape,3
BB2/9,682411,9936599,3,1,Baetidae,0,Bank Slope,4
BB2/9,682411,9936599,3,1,Baetidae,0,Bed Compaction,4
BB2/9,682411,9936599,3,1,Baetidae,0,Sediment Matrix,2
BB2/9,682411,9936599,3,1,Baetidae,0,Sediment Angularity,5
BB2/9,682411,9936599,3,1,Baetidae,0,Boulder,1
BB2/9,682411,9936599,3,1,Baetidae,0,Cobble,2
BB2/9,682411,9936599,3,1,Baetidae,0,Gravel,2
BB2/9,682411,9936599,3,1,Baetidae,0,Sand,0
BB2/9,682411,9936599,3,1,Baetidae,0,Silt-clay,
BB2/9,682411,9936599,3,1,Baetidae,0,Main Sediment Type,2
BB2/9,682411,9936599,3,1,Baetidae,0,Landuse (Google),2
BB2/9,682411,9936599,3,1,Baetidae,0,Elevation,134
BB3/9,683594,9934449,2,1,Baetidae,0,Temperature,25.14
BB3/9,683594,9934449,2,1,Baetidae,0,Conductivity,99
BB3/9,683594,9934449,2,1,Baetidae,0,TDS,0.07
BB3/9,683594,9934449,2,1,Baetidae,0,pH,8.32
BB3/9,683594,9934449,2,1,Baetidae,0,Chlorophyll,1.75
BB3/9,683594,9934449,2,1,Baetidae,0,Cl-,2.64
BB3/9,683594,9934449,2,1,Baetidae,0,DO,8.84
BB3/9,683594,9934449,2,1,Baetidae,0,DO Sat,107.18
BB3/9,683594,9934449,2,1,Baetidae,0,Turbidity,0.33
BB3/9,683594,9934449,2,1,Baetidae,0,COD,6
BB3/9,683594,9934449,2,1,Baetidae,0,Total N,1
BB3/9,683594,9934449,2,1,Baetidae,0,Total P,0.5
BB3/9,683594,9934449,2,1,Baetidae,0,NO3--N,0.27
BB3/9,683594,9934449,2,1,Baetidae,0,NO2--N,0.015
BB3/9,683594,9934449,2,1,Baetidae,0,NH4+-N,0.09
BB3/9,683594,9934449,2,1,Baetidae,0,Type of watercourse,1
BB3/9,683594,9934449,2,1,Baetidae,0,Forest,0
BB3/9,683594,9934449,2,1,Baetidae,0,arable,1
BB3/9,683594,9934449,2,1,Baetidae,0,residential,1
BB3/9,683594,9934449,2,1,Baetidae,0,orchard,0
BB3/9,683594,9934449,2,1,Baetidae,0,Main land use (field protocol),2
BB3/9,683594,9934449,2,1,Baetidae,0,Shading,5
BB3/9,683594,9934449,2,1,Baetidae,0,Abundance of macrophytes,0
BB3/9,683594,9934449,2,1,Baetidae,0,Submerged aquatic macrophytes,0
BB3/9,683594,9934449,2,1,Baetidae,0,Emerged aquatic macrophytes,0
BB3/9,683594,9934449,2,1,Baetidae,0,Floating aquatic macrophytes,0
BB3/9,683594,9934449,2,1,Baetidae,0,Main macrophytes,0
BB3/9,683594,9934449,2,1,Baetidae,0,Water hyacinth,0
BB3/9,683594,9934449,2,1,Baetidae,0,Valley form,5
BB3/9,683594,9934449,2,1,Baetidae,0,Channel form,5
BB3/9,683594,9934449,2,1,Baetidae,0,Variation in width,1
BB3/9,683594,9934449,2,1,Baetidae,0,Floodplain width,30
BB3/9,683594,9934449,2,1,Baetidae,0,Flood prone area width,27
BB3/9,683594,9934449,2,1,Baetidae,0,Average stream width,25
BB3/9,683594,9934449,2,1,Baetidae,0,erosion,0
BB3/9,683594,9934449,2,1,Baetidae,0,curvature erosion,0
BB3/9,683594,9934449,2,1,Baetidae,0,Width-erosion,0
BB3/9,683594,9934449,2,1,Baetidae,0,Profile of the bank,2
BB3/9,683594,9934449,2,1,Baetidae,0,Mean depth water body,0.45
BB3/9,683594,9934449,2,1,Baetidae,0,Maximum depth water body,0.7
BB3/9,683594,9934449,2,1,Baetidae,0,Variation in flow,3
BB3/9,683594,9934449,2,1,Baetidae,0,Sludge layer,0
BB3/9,683594,9934449,2,1,Baetidae,0,twigs,0
BB3/9,683594,9934449,2,1,Baetidae,0,branch,0
BB3/9,683594,9934449,2,1,Baetidae,0,logs,0
BB3/9,683594,9934449,2,1,Baetidae,0,velocity,0.6
BB3/9,683594,9934449,2,1,Baetidae,0,Pool/Riffle class,3
BB3/9,683594,9934449,2,1,Baetidae,0,Bank Shape,3
BB3/9,683594,9934449,2,1,Baetidae,0,Bank Slope,2
BB3/9,683594,9934449,2,1,Baetidae,0,Bed Compaction,3
BB3/9,683594,9934449,2,1,Baetidae,0,Sediment Matrix,2
BB3/9,683594,9934449,2,1,Baetidae,0,Sediment Angularity,5
BB3/9,683594,9934449,2,1,Baetidae,0,Boulder,1
BB3/9,683594,9934449,2,1,Baetidae,0,Cobble,2
BB3/9,683594,9934449,2,1,Baetidae,0,Gravel,2
BB3/9,683594,9934449,2,1,Baetidae,0,Sand,0
BB3/9,683594,9934449,2,1,Baetidae,0,Silt-clay,
BB3/9,683594,9934449,2,1,Baetidae,0,Main Sediment Type,2
BB3/9,683594,9934449,2,1,Baetidae,0,Landuse (Google),2
BB3/9,683594,9934449,2,1,Baetidae,0,Elevation,141
BB4/9,687544,9932384,1,1,Baetidae,0,Temperature,24.16
BB4/9,687544,9932384,1,1,Baetidae,0,Conductivity,82
BB4/9,687544,9932384,1,1,Baetidae,0,TDS,0.05
BB4/9,687544,9932384,1,1,Baetidae,0,pH,8.47
BB4/9,687544,9932384,1,1,Baetidae,0,Chlorophyll,2.32
BB4/9,687544,9932384,1,1,Baetidae,0,Cl-,1.55
BB4/9,687544,9932384,1,1,Baetidae,0,DO,8.77
BB4/9,687544,9932384,1,1,Baetidae,0,DO Sat,104.26
BB4/9,687544,9932384,1,1,Baetidae,0,Turbidity,1.86
BB4/9,687544,9932384,1,1,Baetidae,0,COD,60
BB4/9,687544,9932384,1,1,Baetidae,0,Total N,1
BB4/9,687544,9932384,1,1,Baetidae,0,Total P,0.5
BB4/9,687544,9932384,1,1,Baetidae,0,NO3--N,0.32
BB4/9,687544,9932384,1,1,Baetidae,0,NO2--N,0.015
BB4/9,687544,9932384,1,1,Baetidae,0,NH4+-N,0.04
BB4/9,687544,9932384,1,1,Baetidae,0,Type of watercourse,1
BB4/9,687544,9932384,1,1,Baetidae,0,Forest,0
BB4/9,687544,9932384,1,1,Baetidae,0,arable,1
BB4/9,687544,9932384,1,1,Baetidae,0,residential,1
BB4/9,687544,9932384,1,1,Baetidae,0,orchard,0
BB4/9,687544,9932384,1,1,Baetidae,0,Main land use (field protocol),2
BB4/9,687544,9932384,1,1,Baetidae,0,Shading,2
BB4/9,687544,9932384,1,1,Baetidae,0,Abundance of macrophytes,1
BB4/9,687544,9932384,1,1,Baetidae,0,Submerged aquatic macrophytes,1
BB4/9,687544,9932384,1,1,Baetidae,0,Emerged aquatic macrophytes,0
BB4/9,687544,9932384,1,1,Baetidae,0,Floating aquatic macrophytes,0
BB4/9,687544,9932384,1,1,Baetidae,0,Main macrophytes,1
BB4/9,687544,9932384,1,1,Baetidae,0,Water hyacinth,0
BB4/9,687544,9932384,1,1,Baetidae,0,Valley form,5
BB4/9,687544,9932384,1,1,Baetidae,0,Channel form,5
BB4/9,687544,9932384,1,1,Baetidae,0,Variation in width,1
BB4/9,687544,9932384,1,1,Baetidae,0,Floodplain width,14
BB4/9,687544,9932384,1,1,Baetidae,0,Flood prone area width,10
BB4/9,687544,9932384,1,1,Baetidae,0,Average stream width,8
BB4/9,687544,9932384,1,1,Baetidae,0,erosion,0
BB4/9,687544,9932384,1,1,Baetidae,0,curvature erosion,0
BB4/9,687544,9932384,1,1,Baetidae,0,Width-erosion,0
BB4/9,687544,9932384,1,1,Baetidae,0,Profile of the bank,2
BB4/9,687544,9932384,1,1,Baetidae,0,Mean depth water body,0.3
BB4/9,687544,9932384,1,1,Baetidae,0,Maximum depth water body,0.3
BB4/9,687544,9932384,1,1,Baetidae,0,Variation in flow,4
BB4/9,687544,9932384,1,1,Baetidae,0,Sludge layer,0
BB4/9,687544,9932384,1,1,Baetidae,0,twigs,0
BB4/9,687544,9932384,1,1,Baetidae,0,branch,0
BB4/9,687544,9932384,1,1,Baetidae,0,logs,0
BB4/9,687544,9932384,1,1,Baetidae,0,velocity,0.2
BB4/9,687544,9932384,1,1,Baetidae,0,Pool/Riffle class,3
BB4/9,687544,9932384,1,1,Baetidae,0,Bank Shape,4
BB4/9,687544,9932384,1,1,Baetidae,0,Bank Slope,2
BB4/9,687544,9932384,1,1,Baetidae,0,Bed Compaction,3
BB4/9,687544,9932384,1,1,Baetidae,0,Sediment Matrix,4
BB4/9,687544,9932384,1,1,Baetidae,0,Sediment Angularity,5
BB4/9,687544,9932384,1,1,Baetidae,0,Boulder,2
BB4/9,687544,9932384,1,1,Baetidae,0,Cobble,2
BB4/9,687544,9932384,1,1,Baetidae,0,Gravel,1
BB4/9,687544,9932384,1,1,Baetidae,0,Sand,0
BB4/9,687544,9932384,1,1,Baetidae,0,Silt-clay,
BB4/9,687544,9932384,1,1,Baetidae,0,Main Sediment Type,1
BB4/9,687544,9932384,1,1,Baetidae,0,Landuse (Google),3
BB4/9,687544,9932384,1,1,Baetidae,0,Elevation,287
BH1/17,644735,9768324,0,1,Baetidae,0,Temperature,25.76
BH1/17,644735,9768324,0,1,Baetidae,0,Conductivity,939.25
BH1/17,644735,9768324,0,1,Baetidae,0,TDS,0.61
BH1/17,644735,9768324,0,1,Baetidae,0,pH,7.62
BH1/17,644735,9768324,0,1,Baetidae,0,Chlorophyll,16.15
BH1/17,644735,9768324,0,1,Baetidae,0,Cl-,181.74
BH1/17,644735,9768324,0,1,Baetidae,0,DO,5.94
BH1/17,644735,9768324,0,1,Baetidae,0,DO Sat,72.97
BH1/17,644735,9768324,0,1,Baetidae,0,Turbidity,355.63
BH1/17,644735,9768324,0,1,Baetidae,0,COD,22.4
BH1/17,644735,9768324,0,1,Baetidae,0,Total N,1.21
BH1/17,644735,9768324,0,1,Baetidae,0,Total P,0.5
BH1/17,644735,9768324,0,1,Baetidae,0,NO3--N,0.81
BH1/17,644735,9768324,0,1,Baetidae,0,NO2--N,0.11
BH1/17,644735,9768324,0,1,Baetidae,0,NH4+-N,0.17
BH1/17,644735,9768324,0,1,Baetidae,0,Type of watercourse,1
BH1/17,644735,9768324,0,1,Baetidae,0,Forest,0
BH1/17,644735,9768324,0,1,Baetidae,0,arable,0
BH1/17,644735,9768324,0,1,Baetidae,0,residential,1
BH1/17,644735,9768324,0,1,Baetidae,0,orchard,0
BH1/17,644735,9768324,0,1,Baetidae,0,Main land use (field protocol),3
BH1/17,644735,9768324,0,1,Baetidae,0,Shading,0
BH1/17,644735,9768324,0,1,Baetidae,0,Abundance of macrophytes,0
BH1/17,644735,9768324,0,1,Baetidae,0,Submerged aquatic macrophytes,0
BH1/17,644735,9768324,0,1,Baetidae,0,Emerged aquatic macrophytes,0
BH1/17,644735,9768324,0,1,Baetidae,0,Floating aquatic macrophytes,0
BH1/17,644735,9768324,0,1,Baetidae,0,Main macrophytes,0
BH1/17,644735,9768324,0,1,Baetidae,0,Water hyacinth,0
BH1/17,644735,9768324,0,1,Baetidae,0,Valley form,6
BH1/17,644735,9768324,0,1,Baetidae,0,Channel form,6
BH1/17,644735,9768324,0,1,Baetidae,0,Variation in width,1
BH1/17,644735,9768324,0,1,Baetidae,0,Floodplain width,40
BH1/17,644735,9768324,0,1,Baetidae,0,Flood prone area width,35
BH1/17,644735,9768324,0,1,Baetidae,0,Average stream width,30
BH1/17,644735,9768324,0,1,Baetidae,0,erosion,0
BH1/17,644735,9768324,0,1,Baetidae,0,curvature erosion,0
BH1/17,644735,9768324,0,1,Baetidae,0,Width-erosion,0
BH1/17,644735,9768324,0,1,Baetidae,0,Profile of the bank,1
BH1/17,644735,9768324,0,1,Baetidae,0,Mean depth water body,0.15
BH1/17,644735,9768324,0,1,Baetidae,0,Maximum depth water body,0.2
BH1/17,644735,9768324,0,1,Baetidae,0,Variation in flow,0
BH1/17,644735,9768324,0,1,Baetidae,0,Sludge layer,3
BH1/17,644735,9768324,0,1,Baetidae,0,twigs,0
BH1/17,644735,9768324,0,1,Baetidae,0,branch,0
BH1/17,644735,9768324,0,1,Baetidae,0,logs,0
BH1/17,644735,9768324,0,1,Baetidae,0,velocity,0.2
BH1/17,644735,9768324,0,1,Baetidae,0,Pool/Riffle class,2
BH1/17,644735,9768324,0,1,Baetidae,0,Bank Shape,4
BH1/17,644735,9768324,0,1,Baetidae,0,Bank Slope,1
BH1/17,644735,9768324,0,1,Baetidae,0,Bed Compaction,5
BH1/17,644735,9768324,0,1,Baetidae,0,Sediment Matrix,5
BH1/17,644735,9768324,0,1,Baetidae,0,Sediment Angularity,6
BH1/17,644735,9768324,0,1,Baetidae,0,Boulder,0
BH1/17,644735,9768324,0,1,Baetidae,0,Cobble,0
BH1/17,644735,9768324,0,1,Baetidae,0,Gravel,0
BH1/17,644735,9768324,0,1,Baetidae,0,Sand,0
BH1/17,644735,9768324,0,1,Baetidae,0,Silt-clay,
BH1/17,644735,9768324,0,1,Baetidae,0,Main Sediment Type,5
BH1/17,644735,9768324,0,1,Baetidae,0,Landuse (Google),4
BH1/17,644735,9768324,0,1,Baetidae,0,Elevation,18
BH2/17,656787,9784258,0,1,Baetidae,0,Temperature,26.48
BH2/17,656787,9784258,0,1,Baetidae,0,Conductivity,540.75
BH2/17,656787,9784258,0,1,Baetidae,0,TDS,0.35
BH2/17,656787,9784258,0,1,Baetidae,0,pH,7.53
BH2/17,656787,9784258,0,1,Baetidae,0,Chlorophyll,7.4
BH2/17,656787,9784258,0,1,Baetidae,0,Cl-,6.14
BH2/17,656787,9784258,0,1,Baetidae,0,DO,5.78
BH2/17,656787,9784258,0,1,Baetidae,0,DO Sat,71.83
BH2/17,656787,9784258,0,1,Baetidae,0,Turbidity,8.23
BH2/17,656787,9784258,0,1,Baetidae,0,COD,21.4
BH2/17,656787,9784258,0,1,Baetidae,0,Total N,1
BH2/17,656787,9784258,0,1,Baetidae,0,Total P,0.5
BH2/17,656787,9784258,0,1,Baetidae,0,NO3--N,0.26
BH2/17,656787,9784258,0,1,Baetidae,0,NO2--N,0.015
BH2/17,656787,9784258,0,1,Baetidae,0,NH4+-N,0.05
BH2/17,656787,9784258,0,1,Baetidae,0,Type of watercourse,1
BH2/17,656787,9784258,0,1,Baetidae,0,Forest,0
BH2/17,656787,9784258,0,1,Baetidae,0,arable,0
BH2/17,656787,9784258,0,1,Baetidae,0,residential,1
BH2/17,656787,9784258,0,1,Baetidae,0,orchard,0
BH2/17,656787,9784258,0,1,Baetidae,0,Main land use (field protocol),3
BH2/17,656787,9784258,0,1,Baetidae,0,Shading,5
BH2/17,656787,9784258,0,1,Baetidae,0,Abundance of macrophytes,1
BH2/17,656787,9784258,0,1,Baetidae,0,Submerged aquatic macrophytes,0
BH2/17,656787,9784258,0,1,Baetidae,0,Emerged aquatic macrophytes,0
BH2/17,656787,9784258,0,1,Baetidae,0,Floating aquatic macrophytes,2
BH2/17,656787,9784258,0,1,Baetidae,0,Main macrophytes,3
BH2/17,656787,9784258,0,1,Baetidae,0,Water hyacinth,1
BH2/17,656787,9784258,0,1,Baetidae,0,Valley form,3
BH2/17,656787,9784258,0,1,Baetidae,0,Channel form,5
BH2/17,656787,9784258,0,1,Baetidae,0,Variation in width,1
BH2/17,656787,9784258,0,1,Baetidae,0,Floodplain width,25
BH2/17,656787,9784258,0,1,Baetidae,0,Flood prone area width,22
BH2/17,656787,9784258,0,1,Baetidae,0,Average stream width,18
BH2/17,656787,9784258,0,1,Baetidae,0,erosion,0
BH2/17,656787,9784258,0,1,Baetidae,0,curvature erosion,0
BH2/17,656787,9784258,0,1,Baetidae,0,Width-erosion,0
BH2/17,656787,9784258,0,1,Baetidae,0,Profile of the bank,3
BH2/17,656787,9784258,0,1,Baetidae,0,Mean depth water body,0.3
BH2/17,656787,9784258,0,1,Baetidae,0,Maximum depth water body,0.4
BH2/17,656787,9784258,0,1,Baetidae,0,Variation in flow,0
BH2/17,656787,9784258,0,1,Baetidae,0,Sludge layer,2
BH2/17,656787,9784258,0,1,Baetidae,0,twigs,0
BH2/17,656787,9784258,0,1,Baetidae,0,branch,1
BH2/17,656787,9784258,0,1,Baetidae,0,logs,1
BH2/17,656787,9784258,0,1,Baetidae,0,velocity,0
BH2/17,656787,9784258,0,1,Baetidae,0,Pool/Riffle class,2
BH2/17,656787,9784258,0,1,Baetidae,0,Bank Shape,1
BH2/17,656787,9784258,0,1,Baetidae,0,Bank Slope,3
BH2/17,656787,9784258,0,1,Baetidae,0,Bed Compaction,5
BH2/17,656787,9784258,0,1,Baetidae,0,Sediment Matrix,5
BH2/17,656787,9784258,0,1,Baetidae,0,Sediment Angularity,6
BH2/17,656787,9784258,0,1,Baetidae,0,Boulder,0
BH2/17,656787,9784258,0,1,Baetidae,0,Cobble,0
BH2/17,656787,9784258,0,1,Baetidae,0,Gravel,0
BH2/17,656787,9784258,0,1,Baetidae,0,Sand,0
BH2/17,656787,9784258,0,1,Baetidae,0,Silt-clay,
BH2/17,656787,9784258,0,1,Baetidae,0,Main Sediment Type,5
BH2/17,656787,9784258,0,1,Baetidae,0,Landuse (Google),3
BH2/17,656787,9784258,0,1,Baetidae,0,Elevation,6
BH3/17,660316,9790963,0,1,Baetidae,0,Temperature,26.01
BH3/17,660316,9790963,0,1,Baetidae,0,Conductivity,325
BH3/17,660316,9790963,0,1,Baetidae,0,TDS,0.21
BH3/17,660316,9790963,0,1,Baetidae,0,pH,8.07
BH3/17,660316,9790963,0,1,Baetidae,0,Chlorophyll,1.68
BH3/17,660316,9790963,0,1,Baetidae,0,Cl-,3.94
BH3/17,660316,9790963,0,1,Baetidae,0,DO,8.18
BH3/17,660316,9790963,0,1,Baetidae,0,DO Sat,100.88
BH3/17,660316,9790963,0,1,Baetidae,0,Turbidity,8.75
BH3/17,660316,9790963,0,1,Baetidae,0,COD,16.84
BH3/17,660316,9790963,0,1,Baetidae,0,Total N,1
BH3/17,660316,9790963,0,1,Baetidae,0,Total P,0.5
BH3/17,660316,9790963,0,1,Baetidae,0,NO3--N,0.54
BH3/17,660316,9790963,0,1,Baetidae,0,NO2--N,0.015
BH3/17,660316,9790963,0,1,Baetidae,0,NH4+-N,0.04
BH3/17,660316,9790963,0,1,Baetidae,0,Type of watercourse,1
BH3/17,660316,9790963,0,1,Baetidae,0,Forest,0
BH3/17,660316,9790963,0,1,Baetidae,0,arable,0
BH3/17,660316,9790963,0,1,Baetidae,0,residential,1
BH3/17,660316,9790963,0,1,Baetidae,0,orchard,0
BH3/17,660316,9790963,0,1,Baetidae,0,Main land use (field protocol),3
BH3/17,660316,9790963,0,1,Baetidae,0,Shading,3
BH3/17,660316,9790963,0,1,Baetidae,0,Abundance of macrophytes,0
BH3/17,660316,9790963,0,1,Baetidae,0,Submerged aquatic macrophytes,0
BH3/17,660316,9790963,0,1,Baetidae,0,Emerged aquatic macrophytes,0
BH3/17,660316,9790963,0,1,Baetidae,0,Floating aquatic macrophytes,0
BH3/17,660316,9790963,0,1,Baetidae,0,Main macrophytes,0
BH3/17,660316,9790963,0,1,Baetidae,0,Water hyacinth,0
BH3/17,660316,9790963,0,1,Baetidae,0,Valley form,5
BH3/17,660316,9790963,0,1,Baetidae,0,Channel form,6
BH3/17,660316,9790963,0,1,Baetidae,0,Variation in width,1
BH3/17,660316,9790963,0,1,Baetidae,0,Floodplain width,30
BH3/17,660316,9790963,0,1,Baetidae,0,Flood prone area width,25
BH3/17,660316,9790963,0,1,Baetidae,0,Average stream width,15
BH3/17,660316,9790963,0,1,Baetidae,0,erosion,0
BH3/17,660316,9790963,0,1,Baetidae,0,curvature erosion,0
BH3/17,660316,9790963,0,1,Baetidae,0,Width-erosion,0
BH3/17,660316,9790963,0,1,Baetidae,0,Profile of the bank,1
BH3/17,660316,9790963,0,1,Baetidae,0,Mean depth water body,0.9
BH3/17,660316,9790963,0,1,Baetidae,0,Maximum depth water body,1
BH3/17,660316,9790963,0,1,Baetidae,0,Variation in flow,0
BH3/17,660316,9790963,0,1,Baetidae,0,Sludge layer,2
BH3/17,660316,9790963,0,1,Baetidae,0,twigs,0
BH3/17,660316,9790963,0,1,Baetidae,0,branch,1
BH3/17,660316,9790963,0,1,Baetidae,0,logs,1
BH3/17,660316,9790963,0,1,Baetidae,0,velocity,0.1
BH3/17,660316,9790963,0,1,Baetidae,0,Pool/Riffle class,2
BH3/17,660316,9790963,0,1,Baetidae,0,Bank Shape,4
BH3/17,660316,9790963,0,1,Baetidae,0,Bank Slope,1
BH3/17,660316,9790963,0,1,Baetidae,0,Bed Compaction,0
